RedFighter,BlueFighter,Date,RedHeight,RedWeight,RedReach,RedStance,RedDOB,RedSLpM,RedStr. Acc.,RedSApM,RedStr. Def.,RedTD Avg.,RedTD Acc.,RedTD Def.,RedSub. Avg.,RedWins,RedLosses,RedDraws,RedNoContests,BlueHeight,BlueWeight,BlueReach,BlueStance,BlueDOB,BlueSLpM,BlueStr. Acc.,BlueSApM,BlueStr. Def.,BlueTD Avg.,BlueTD Acc.,BlueTD Def.,BlueSub. Avg.,BlueWins,BlueLosses,BlueDraws,BlueNoContests,Result
Joanna Jedrzejczyk,Karolina Kowalkiewicz,1478908800.0,66.0,115.0,65.0,Orthodox,556243200.0,6.28,48.0,3.25,62.0,0.27,62.0,80.0,0.1,16,5,0,0,63.0,115.0,64.0,Orthodox,498182400.0,5.54,43.0,5.51,57.0,0.31,22.0,74.0,0.2,16,9,0,0,W
Chris Weidman,Yoel Romero,1478908800.0,74.0,185.0,78.0,Orthodox,456278400.0,3.11,45.0,3.37,51.0,3.27,42.0,72.0,0.8,16,8,0,0,72.0,185.0,73.0,Southpaw,231206400.0,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,13,5,0,0,L
Miesha Tate,Raquel Pennington,1478908800.0,66.0,135.0,65.0,Orthodox,524707200.0,2.62,45.0,2.98,51.0,2.02,31.0,55.0,1.3,20,9,0,0,67.0,135.0,67.0,Orthodox,589420800.0,4.1,49.0,3.32,61.0,0.83,27.0,62.0,0.6,16,10,0,0,L
Frankie Edgar,Jeremy Stephens,1478908800.0,66.0,135.0,68.0,Orthodox,372038400.0,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,23,11,1,0,69.0,145.0,71.0,Orthodox,517363200.0,3.17,40.0,3.05,58.0,1.16,38.0,65.0,0.4,28,19,0,1,W
Khabib Nurmagomedov,Michael Johnson,1478908800.0,70.0,155.0,70.0,Orthodox,590716800.0,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8,29,0,0,0,70.0,155.0,73.0,Southpaw,518227200.0,4.23,39.0,3.8,58.0,0.61,40.0,81.0,0.0,24,19,0,0,W
Rafael Natal,Tim Boetsch,1478908800.0,72.0,185.0,77.0,Orthodox,409622400.0,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,21,9,1,0,72.0,185.0,74.0,Orthodox,349488000.0,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8,21,13,0,0,L
Vicente Luque,Belal Muhammad,1478908800.0,71.0,170.0,75.0,Orthodox,691200000.0,5.05,51.0,5.22,52.0,0.99,53.0,62.0,0.7,23,10,1,0,71.0,170.0,72.0,Orthodox,584409600.0,4.39,43.0,3.48,57.0,2.28,39.0,89.0,0.2,24,3,0,1,W
Jim Miller,Thiago Alves,1478908800.0,68.0,155.0,71.0,Southpaw,431049600.0,2.99,42.0,3.51,56.0,1.52,44.0,49.0,1.7,38,18,0,1,69.0,170.0,70.0,Orthodox,433987200.0,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,23,15,0,0,W
Rafael Dos Anjos,Tony Ferguson,1478304000.0,68.0,170.0,70.0,Southpaw,467596800.0,3.48,47.0,3.23,60.0,1.95,35.0,54.0,0.6,32,17,0,0,71.0,170.0,76.0,Orthodox,445392000.0,4.91,45.0,4.37,55.0,0.39,35.0,66.0,0.9,26,11,0,0,L
Diego Sanchez,Marcin Held,1478304000.0,70.0,170.0,72.0,Southpaw,378604800.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,31,13,0,0,69.0,155.0,71.0,Orthodox,695692800.0,1.41,34.0,2.02,47.0,2.46,46.0,37.0,1.3,23,7,0,0,W
Ricardo Lamas,Charles Oliveira,1478304000.0,68.0,145.0,71.0,Orthodox,390787200.0,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,20,8,0,0,70.0,155.0,74.0,Orthodox,624585600.0,3.4,55.0,3.21,49.0,2.25,40.0,56.0,2.7,35,10,0,1,W
Martin Bravo,Claudio Puelles,1478304000.0,68.0,145.0,71.0,Southpaw,748569600.0,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0,11,3,0,0,70.0,155.0,72.0,Southpaw,830044800.0,1.56,49.0,2.78,46.0,3.17,36.0,60.0,1.2,13,4,0,0,W
Beneil Dariush,Rashid Magomedov,1478304000.0,70.0,155.0,72.0,Southpaw,610416000.0,3.78,48.0,2.65,57.0,1.9,34.0,80.0,0.9,22,6,1,0,69.0,155.0,70.0,Orthodox,470534400.0,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,20,2,0,0,W
Erik Perez,Felipe Arantes,1478304000.0,68.0,135.0,68.0,Orthodox,627436800.0,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,17,6,0,0,68.0,135.0,73.0,Orthodox,571363200.0,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,18,10,1,2,W
Marco Beltran,Joe Soto,1478304000.0,68.0,125.0,69.0,Orthodox,516758400.0,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,8,6,0,0,66.0,135.0,65.0,Orthodox,543369600.0,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9,18,7,0,0,L
Erick Montano,Max Griffin,1478304000.0,72.0,170.0,73.0,Orthodox,501206400.0,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0,7,5,0,0,71.0,170.0,76.0,Orthodox,502070400.0,3.75,48.0,3.66,58.0,1.37,40.0,69.0,0.3,20,11,0,0,L
Henry Briones,Douglas Silva de Andrade,1478304000.0,68.0,135.0,69.0,Orthodox,341020800.0,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,16,8,1,0,67.0,135.0,68.0,Orthodox,488246400.0,3.54,38.0,3.93,57.0,0.55,42.0,72.0,0.2,29,6,0,1,L
Sam Alvey,Alex Nicholson,1478304000.0,74.0,185.0,75.0,Southpaw,515721600.0,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,33,18,1,1,76.0,185.0,77.0,Orthodox,641606400.0,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5,7,4,0,0,W
Enrique Barzola,Chris Avila,1478304000.0,67.0,145.0,70.0,Orthodox,609724800.0,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,17,5,2,0,70.0,145.0,nan,Orthodox,727142400.0,2.37,30.0,4.17,48.0,0.0,0.0,46.0,0.0,5,4,0,0,W
Michael Bisping,Dan Henderson,1475884800.0,73.0,185.0,75.0,Orthodox,289008000.0,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,30,9,0,0,71.0,185.0,74.0,Orthodox,20304000.0,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,32,15,0,0,W
Vitor Belfort,Gegard Mousasi,1475884800.0,72.0,185.0,74.0,Southpaw,228700800.0,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,26,14,0,1,74.0,185.0,76.0,Orthodox,491702400.0,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1,42,6,2,0,L
Ovince Saint Preux,Jimi Manuwa,1475884800.0,75.0,205.0,80.0,Southpaw,418608000.0,3.03,47.0,3.33,47.0,1.09,36.0,67.0,0.5,27,18,0,0,73.0,205.0,79.0,Orthodox,319680000.0,3.43,54.0,3.97,49.0,0.53,18.0,70.0,0.4,17,6,0,0,L
Stefan Struve,Daniel Omielanczuk,1475884800.0,83.0,265.0,84.0,Orthodox,572140800.0,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,33,13,0,0,72.0,247.0,74.0,Southpaw,399600000.0,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1,19,8,1,1,W
Mirsad Bektic,Russell Doane,1475884800.0,68.0,145.0,70.0,Orthodox,666662400.0,2.43,41.0,1.8,57.0,3.98,52.0,92.0,0.4,13,4,0,0,67.0,135.0,70.0,Orthodox,524275200.0,1.75,40.0,1.68,53.0,2.11,45.0,52.0,0.8,15,8,0,0,W
Brad Pickett,Iuri Alcantara,1475884800.0,66.0,135.0,68.0,Orthodox,275443200.0,3.02,31.0,4.63,55.0,2.47,44.0,58.0,0.4,25,14,0,0,69.0,135.0,71.0,Southpaw,334195200.0,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,35,10,0,1,L
Davey Grant,Damian Stasiak,1475884800.0,68.0,135.0,69.0,Orthodox,503712000.0,5.25,44.0,3.89,55.0,1.14,40.0,61.0,0.2,16,7,0,0,65.0,135.0,70.0,Orthodox,635472000.0,1.86,36.0,3.1,52.0,2.64,35.0,43.0,0.6,10,6,0,0,L
Leon Edwards,Albert Tumenov,1475884800.0,74.0,170.0,74.0,Southpaw,683078400.0,2.68,53.0,2.37,53.0,1.25,36.0,65.0,0.4,22,4,0,1,71.0,170.0,73.0,Orthodox,693705600.0,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,18,4,0,0,W
Lukasz Sajewski,Marc Diakiese,1475884800.0,68.0,155.0,71.0,Orthodox,659664000.0,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,13,3,0,0,70.0,155.0,73.0,Orthodox,732240000.0,2.54,40.0,2.64,52.0,3.29,43.0,66.0,0.0,17,7,0,0,L
Danny Roberts,Mike Perry,1475884800.0,73.0,170.0,74.0,Southpaw,553219200.0,3.18,39.0,3.73,50.0,0.24,9.0,57.0,0.2,18,8,0,0,70.0,170.0,71.0,Orthodox,684892800.0,4.32,47.0,5.16,52.0,0.81,40.0,78.0,0.2,14,8,0,0,L
Leonardo Santos,Adriano Martins,1475884800.0,72.0,155.0,75.0,Orthodox,318556800.0,2.82,46.0,3.4,54.0,0.88,25.0,86.0,0.2,18,7,1,0,70.0,155.0,72.0,Southpaw,408844800.0,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,28,9,0,0,W
John Lineker,John Dodson,1475280000.0,63.0,135.0,67.0,Orthodox,645148800.0,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,31,9,0,0,63.0,135.0,66.0,Orthodox,465004800.0,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,22,12,0,0,W
Will Brooks,Alex Oliveira,1475280000.0,70.0,155.0,72.0,Orthodox,529113600.0,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3,18,4,0,0,71.0,170.0,76.0,Orthodox,572400000.0,2.99,51.0,2.55,46.0,2.35,38.0,63.0,0.6,22,12,1,2,L
Joshua Burkman,Zak Ottow,1475280000.0,70.0,170.0,72.0,Orthodox,324172800.0,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,28,16,0,1,71.0,170.0,72.0,Orthodox,535593600.0,2.63,36.0,2.73,58.0,0.97,29.0,57.0,0.4,17,7,0,0,L
Louis Smolka,Brandon Moreno,1475280000.0,69.0,135.0,68.0,Orthodox,679622400.0,4.67,47.0,4.11,53.0,1.69,35.0,32.0,1.8,17,9,0,0,67.0,125.0,70.0,Orthodox,755222400.0,3.99,43.0,3.53,60.0,1.59,46.0,64.0,0.4,22,8,2,0,L
Henrique da Silva,Joachim Christensen,1475280000.0,75.0,205.0,76.0,Orthodox,620611200.0,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,14,5,0,0,75.0,205.0,76.0,Orthodox,279244800.0,3.78,41.0,3.29,46.0,0.0,0.0,0.0,0.0,14,6,0,0,W
Hacran Dias,Andre Fili,1475280000.0,68.0,155.0,69.0,Orthodox,456192000.0,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,23,6,1,0,71.0,145.0,74.0,Orthodox,646272000.0,3.88,37.0,4.11,51.0,2.15,43.0,70.0,0.2,24,11,0,1,L
Shamil Abdurakhimov,Walt Harris,1475280000.0,75.0,235.0,76.0,Orthodox,368236800.0,2.41,44.0,3.02,55.0,1.01,23.0,45.0,0.1,20,8,0,0,77.0,250.0,77.0,Southpaw,424051200.0,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,13,10,0,1,W
Keita Nakamura,Elizeu Zaleski dos Santos,1475280000.0,71.0,170.0,73.0,Southpaw,454032000.0,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3,34,10,2,1,71.0,170.0,73.0,Orthodox,534643200.0,4.33,41.0,3.41,56.0,0.7,20.0,68.0,0.5,25,8,1,0,L
Nate Marquardt,Tamdan McCrory,1475280000.0,72.0,185.0,74.0,Orthodox,293414400.0,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,35,19,2,0,76.0,185.0,76.0,Switch,531532800.0,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,14,5,0,0,W
Jonathan Wilson,Ion Cutelaba,1475280000.0,74.0,205.0,75.0,Southpaw,553478400.0,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,7,3,0,0,73.0,205.0,75.0,Southpaw,755827200.0,4.29,43.0,3.34,46.0,4.04,52.0,75.0,0.0,18,10,1,1,L
Cody East,Curtis Blaydes,1475280000.0,75.0,245.0,nan,Orthodox,583545600.0,4.15,43.0,7.32,40.0,3.97,100.0,16.0,0.0,12,3,0,0,76.0,265.0,80.0,Orthodox,666835200.0,3.54,50.0,1.91,58.0,5.69,53.0,31.0,0.0,18,5,0,1,L
Kelly Faszholz,Ketlen Vieira,1475280000.0,68.0,135.0,nan,Orthodox,481852800.0,4.01,48.0,3.61,52.0,0.0,0.0,44.0,0.0,4,2,0,0,68.0,135.0,68.0,Orthodox,683164800.0,2.92,41.0,3.9,51.0,1.39,44.0,88.0,0.6,14,4,0,0,L
Renan Barao,Phillipe Nover,1474675200.0,66.0,145.0,70.0,Orthodox,539049600.0,3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5,34,9,0,1,69.0,145.0,72.0,Orthodox,444614400.0,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,11,8,1,0,W
Roy Nelson,Antonio Silva,1474675200.0,72.0,263.0,73.0,Orthodox,204076800.0,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,22,14,0,0,76.0,264.0,82.0,Orthodox,306115200.0,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,19,12,1,0,W
Francisco Trinaldo,Paul Felder,1474675200.0,69.0,170.0,70.0,Southpaw,272764800.0,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,28,9,0,0,71.0,155.0,70.0,Orthodox,451699200.0,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2,17,6,0,0,W
Thiago Santos,Eric Spicely,1474675200.0,74.0,205.0,76.0,Orthodox,442281600.0,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1,22,11,0,0,73.0,185.0,73.0,Orthodox,528336000.0,3.71,45.0,5.72,55.0,1.31,20.0,75.0,1.0,12,6,0,0,L
Godofredo Pepey,Mike de la Torre,1474675200.0,67.0,145.0,73.0,Orthodox,552182400.0,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,13,6,0,0,71.0,145.0,71.0,Orthodox,527731200.0,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,14,7,0,1,W
Gilbert Burns,Michel Prazeres,1474675200.0,70.0,170.0,71.0,Orthodox,522201600.0,3.17,48.0,3.57,52.0,2.1,37.0,53.0,0.5,22,8,0,0,66.0,170.0,67.0,Orthodox,364867200.0,2.38,47.0,2.51,57.0,3.94,36.0,47.0,0.6,26,4,0,0,L
Rani Yahya,Michinori Tanaka,1474675200.0,66.0,135.0,67.0,Orthodox,463795200.0,1.71,38.0,2.08,50.0,2.73,30.0,29.0,1.8,28,12,1,1,65.0,135.0,67.0,Orthodox,654998400.0,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2,11,3,0,0,W
Jussier Formiga,Dustin Ortiz,1474675200.0,65.0,125.0,67.0,Orthodox,482284800.0,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,23,8,0,0,65.0,125.0,65.0,Orthodox,599011200.0,2.94,44.0,2.17,56.0,3.01,36.0,52.0,0.1,19,8,0,0,W
Erick Silva,Luan Chagas,1474675200.0,72.0,170.0,74.0,Orthodox,456624000.0,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,19,9,0,1,72.0,170.0,75.0,Orthodox,740275200.0,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3,15,3,1,0,W
Alan Patrick,Stevie Ray,1474675200.0,71.0,155.0,74.0,Southpaw,427420800.0,1.82,40.0,2.95,43.0,3.01,33.0,43.0,0.3,15,4,0,1,70.0,155.0,70.0,Southpaw,638323200.0,3.73,44.0,2.93,54.0,0.75,46.0,55.0,0.6,23,9,0,0,W
Vicente Luque,Hector Urbina,1474675200.0,71.0,170.0,75.0,Orthodox,691200000.0,5.05,51.0,5.22,52.0,0.99,53.0,62.0,0.7,23,10,1,0,71.0,170.0,73.0,Orthodox,558835200.0,0.97,38.0,2.44,39.0,0.0,0.0,38.0,3.8,17,10,1,0,W
Dustin Poirier,Michael Johnson,1474070400.0,69.0,155.0,72.0,Southpaw,601171200.0,5.3,50.0,4.33,52.0,1.24,36.0,64.0,1.3,30,9,0,1,70.0,155.0,73.0,Southpaw,518227200.0,4.23,39.0,3.8,58.0,0.61,40.0,81.0,0.0,24,19,0,0,L
Uriah Hall,Derek Brunson,1474070400.0,72.0,185.0,79.0,Orthodox,460080000.0,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1,18,11,0,0,73.0,185.0,77.0,Southpaw,442022400.0,3.51,47.0,3.05,51.0,3.14,33.0,85.0,0.6,23,9,0,0,L
Roan Carneiro,Kenny Robertson,1474070400.0,71.0,170.0,76.0,Orthodox,265593600.0,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4,21,11,0,0,70.0,170.0,74.0,Orthodox,445564800.0,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8,15,5,0,0,W
Chris Wade,Islam Makhachev,1474070400.0,70.0,155.0,70.0,Orthodox,559958400.0,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1,12,3,0,0,70.0,155.0,70.0,Southpaw,688521600.0,2.63,58.0,1.55,61.0,3.2,53.0,90.0,1.1,27,1,0,0,L
Chas Skelly,Maximo Blanco,1474070400.0,71.0,145.0,72.0,Orthodox,484617600.0,2.01,40.0,3.21,49.0,1.74,34.0,39.0,2.3,19,3,0,1,68.0,145.0,71.0,Orthodox,435110400.0,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,12,8,1,1,W
Gabriel Benitez,Sam Sicilia,1474070400.0,68.0,155.0,71.0,Southpaw,582336000.0,5.26,41.0,4.49,63.0,0.22,50.0,55.0,0.9,23,13,0,0,68.0,145.0,67.0,Orthodox,507600000.0,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,15,8,0,0,W
Augusto Montano,Belal Muhammad,1474070400.0,73.0,170.0,73.0,Orthodox,467510400.0,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0,15,3,0,0,71.0,170.0,72.0,Orthodox,584409600.0,4.39,43.0,3.48,57.0,2.28,39.0,89.0,0.2,24,3,0,1,L
Jose Quinonez,Joey Gomez,1474070400.0,68.0,135.0,69.0,Southpaw,649123200.0,3.6,45.0,3.0,64.0,2.7,47.0,42.0,0.6,9,5,0,0,70.0,135.0,73.0,Orthodox,522288000.0,2.44,28.0,4.46,55.0,0.62,100.0,50.0,0.0,6,2,0,0,W
Erick Montano,Randy Brown,1474070400.0,72.0,170.0,73.0,Orthodox,501206400.0,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0,7,5,0,0,75.0,170.0,78.0,Orthodox,647395200.0,4.35,47.0,3.24,54.0,0.81,39.0,73.0,0.6,19,6,0,0,L
Alejandro Perez,Albert Morales,1474070400.0,66.0,135.0,67.0,Orthodox,620697600.0,3.45,35.0,3.18,61.0,0.54,22.0,70.0,0.3,23,9,1,0,69.0,135.0,72.0,Orthodox,675129600.0,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2,7,4,1,0,D
Stipe Miocic,Alistair Overeem,1473465600.0,76.0,240.0,80.0,Orthodox,398563200.0,4.67,52.0,4.01,52.0,1.74,34.0,65.0,0.0,20,5,0,0,76.0,265.0,80.0,Orthodox,327369600.0,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,47,19,0,1,W
Fabricio Werdum,Travis Browne,1473465600.0,76.0,231.0,77.0,Orthodox,239068800.0,3.59,52.0,2.64,55.0,1.75,31.0,31.0,1.2,24,9,1,0,78.0,255.0,79.0,Orthodox,395712000.0,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,18,7,1,0,W
CM Punk,Mickey Gall,1473465600.0,73.0,170.0,73.0,Orthodox,278208000.0,1.1,23.0,4.87,40.0,0.87,11.0,0.0,0.0,0,1,0,1,74.0,170.0,74.0,Switch,696038400.0,3.5,49.0,4.72,49.0,1.15,32.0,37.0,1.6,7,7,0,0,L
Urijah Faber,Jimmie Rivera,1473465600.0,66.0,135.0,67.0,Orthodox,295488000.0,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,35,11,0,0,64.0,135.0,68.0,Orthodox,615081600.0,4.03,40.0,3.9,60.0,0.88,27.0,92.0,0.1,23,5,0,0,L
Jessica Eye,Bethe Correia,1473465600.0,66.0,125.0,66.0,Orthodox,522806400.0,3.86,37.0,4.19,55.0,0.58,40.0,57.0,0.5,15,11,0,1,65.0,135.0,64.0,Orthodox,425088000.0,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,11,6,1,0,L
Brad Tavares,Caio Magalhaes,1473465600.0,73.0,185.0,74.0,Orthodox,567043200.0,3.43,43.0,3.31,55.0,0.74,26.0,80.0,0.0,20,11,0,0,73.0,185.0,73.0,Orthodox,566438400.0,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,10,3,0,0,W
Nik Lentz,Michael McBride,1473465600.0,68.0,145.0,68.0,Orthodox,461203200.0,3.44,47.0,3.25,50.0,3.3,32.0,43.0,1.2,30,12,2,1,73.0,155.0,nan,Orthodox,510710400.0,4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,8,3,0,0,W
Drew Dober,Jason Gonzalez,1473465600.0,68.0,155.0,70.0,Southpaw,593222400.0,4.39,40.0,4.25,51.0,0.67,17.0,56.0,0.1,27,14,0,1,74.0,155.0,74.0,Southpaw,636163200.0,3.06,39.0,3.13,58.0,0.0,0.0,30.0,1.0,11,5,0,0,W
Yancy Medeiros,Sean Spencer,1473465600.0,70.0,155.0,75.0,Orthodox,557971200.0,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,15,8,0,1,70.0,170.0,74.0,Orthodox,551577600.0,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0,12,6,0,0,W
Andrei Arlovski,Josh Barnett,1472860800.0,75.0,240.0,77.0,Orthodox,286934400.0,3.82,45.0,3.22,57.0,0.37,35.0,76.0,0.2,34,24,0,2,75.0,250.0,78.0,Orthodox,247968000.0,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,35,8,0,0,L
Alexander Gustafsson,Jan Blachowicz,1472860800.0,77.0,205.0,79.0,Orthodox,537667200.0,4.03,40.0,3.53,51.0,1.53,39.0,83.0,0.4,18,8,0,0,74.0,205.0,78.0,Orthodox,414892800.0,3.41,50.0,2.91,53.0,1.09,50.0,68.0,0.3,29,10,1,0,W
Ryan Bader,Ilir Latifi,1472860800.0,74.0,205.0,74.0,Orthodox,423792000.0,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,23,5,0,0,70.0,230.0,73.0,Orthodox,396662400.0,2.05,45.0,2.93,56.0,2.11,35.0,100.0,0.3,17,9,0,1,W
Nick Hein,Tae Hyun Bang,1472860800.0,66.0,155.0,66.0,Southpaw,451612800.0,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0,14,5,0,1,69.0,155.0,71.0,Switch,419212800.0,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,18,10,0,0,W
Peter Sobotta,Nicolas Dalby,1472860800.0,72.0,170.0,75.0,Southpaw,537321600.0,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5,17,7,1,0,71.0,170.0,74.0,Orthodox,469411200.0,4.06,43.0,3.52,52.0,1.01,27.0,58.0,0.1,23,5,1,2,W
Taylor Lapilus,Leandro Issa,1472860800.0,66.0,135.0,73.0,Southpaw,702691200.0,4.59,48.0,2.61,62.0,0.27,33.0,77.0,0.3,21,4,0,0,67.0,135.0,69.0,Orthodox,432777600.0,2.08,37.0,3.17,58.0,2.38,22.0,50.0,1.2,13,6,0,0,W
Jarjis Danho,Christian Colombo,1472860800.0,75.0,265.0,74.0,Orthodox,435024000.0,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,7,1,1,1,77.0,265.0,nan,Orthodox,331257600.0,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,8,3,1,0,D
Scott Askham,Jack Hermansson,1472860800.0,75.0,185.0,75.0,Southpaw,580089600.0,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,14,4,0,0,73.0,185.0,77.0,Orthodox,581904000.0,5.09,44.0,3.69,56.0,1.53,30.0,80.0,0.4,24,8,0,0,L
Rustam Khabilov,Leandro Silva,1472860800.0,68.0,155.0,73.0,Orthodox,531446400.0,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,24,4,0,0,69.0,155.0,72.0,Orthodox,500515200.0,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,20,6,1,1,W
Demian Maia,Carlos Condit,1472256000.0,73.0,170.0,72.0,Southpaw,247622400.0,1.8,43.0,2.07,63.0,2.49,24.0,61.0,1.0,28,11,0,0,74.0,170.0,75.0,Orthodox,451785600.0,3.66,39.0,2.67,55.0,0.59,46.0,38.0,1.0,32,14,0,0,W
Anthony Pettis,Charles Oliveira,1472256000.0,70.0,155.0,72.0,Orthodox,538704000.0,3.05,47.0,3.44,54.0,0.61,50.0,60.0,1.1,24,10,0,0,70.0,155.0,74.0,Orthodox,624585600.0,3.4,55.0,3.21,49.0,2.25,40.0,56.0,2.7,35,10,0,1,W
Paige VanZant,Bec Rawlings,1472256000.0,64.0,115.0,65.0,Orthodox,764640000.0,3.35,52.0,2.62,42.0,1.27,33.0,34.0,1.0,8,5,0,0,66.0,125.0,64.0,Orthodox,603158400.0,4.48,42.0,5.66,57.0,0.71,40.0,68.0,0.4,7,8,0,0,W
Joe Lauzon,Jim Miller,1472256000.0,70.0,155.0,71.0,Orthodox,454032000.0,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,28,16,0,0,68.0,155.0,71.0,Southpaw,431049600.0,2.99,42.0,3.51,56.0,1.52,44.0,49.0,1.7,38,18,0,1,L
Sam Alvey,Kevin Casey,1472256000.0,74.0,185.0,75.0,Southpaw,515721600.0,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,33,18,1,1,71.0,185.0,77.0,Southpaw,361411200.0,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4,9,5,2,2,W
Enrique Barzola,Kyle Bochniak,1472256000.0,67.0,145.0,70.0,Orthodox,609724800.0,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,17,5,2,0,67.0,145.0,70.0,Orthodox,539481600.0,2.63,31.0,5.11,58.0,1.14,15.0,62.0,0.0,8,5,0,0,L
Garreth McLellan,Alessio Di Chirico,1472256000.0,73.0,185.0,72.0,Southpaw,399686400.0,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,13,6,0,0,72.0,185.0,74.0,Orthodox,629424000.0,3.32,39.0,3.44,61.0,1.46,39.0,83.0,0.0,13,7,0,0,L
