Name,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws,NoContests
Yaotzin Meza,69.0,145.0,71.0,Orthodox,350092800.0,1.43,41.0,1.62,64.0,1.06,20.0,18.0,1.4,21,11,0,1
Guy Mezger,73.0,200.0,,Orthodox,-63158400.0,2.3,32.0,1.36,72.0,0.39,50.0,88.0,0.0,30,14,2,0
Andreas Michailidis,72.0,170.0,76.0,Orthodox,585187200.0,2.9,51.0,3.57,44.0,1.12,27.0,50.0,0.0,13,6,0,0
David Michaud,69.0,155.0,,Orthodox,595123200.0,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7,11,3,0,0
Kristof Midoux,73.0,220.0,,Orthodox,144374400.0,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0,6,10,0,0
Bojan Mihajlovic,71.0,205.0,73.0,Orthodox,323222400.0,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,10,6,0,0
Billy Miles,70.0,170.0,,Orthodox,262569600.0,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,2,2,0,0
Pat Miletich,70.0,170.0,,Orthodox,-57283200.0,1.79,45.0,1.66,63.0,1.96,100.0,54.0,1.0,29,7,2,0
Curtis Millender,74.0,170.0,76.0,Orthodox,565315200.0,3.86,46.0,2.95,61.0,0.43,100.0,57.0,0.0,17,5,0,0
Phillip Miller,71.0,185.0,,Orthodox,288316800.0,1.61,54.0,1.93,50.0,3.62,25.0,100.0,0.6,16,0,0,0
Jason Miller,73.0,185.0,,Orthodox,346464000.0,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3,23,10,0,1
Dan Miller,73.0,185.0,74.0,Orthodox,362707200.0,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,14,8,0,1
Jim Miller,68.0,155.0,71.0,Southpaw,431049600.0,2.99,42.0,3.51,56.0,1.52,44.0,49.0,1.7,38,18,0,1
Cole Miller,73.0,145.0,73.0,Orthodox,451785600.0,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,21,11,0,1
Juliana Miller,67.0,125.0,66.0,Orthodox,831427200.0,3.31,45.0,4.75,32.0,1.84,44.0,0.0,1.8,4,3,0,0
Che Mills,73.0,170.0,76.0,Orthodox,402105600.0,2.08,52.0,2.87,43.0,1.18,66.0,58.0,0.0,16,10,0,3
Adam Milstead,75.0,205.0,76.0,Orthodox,552268800.0,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0,8,4,0,0
Alberto Mina,72.0,170.0,77.0,Orthodox,389145600.0,3.23,38.0,3.7,47.0,1.85,20.0,50.0,0.0,13,1,0,0
Darrick Minner,67.0,145.0,69.0,Orthodox,641260800.0,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,26,14,0,0
Ikuhisa Minowa,69.0,181.0,,Orthodox,190252800.0,0.88,40.0,1.66,49.0,1.82,41.0,5.0,1.9,60,42,8,0
Carlton Minus,70.0,170.0,75.0,Orthodox,735782400.0,3.5,40.0,4.97,50.0,0.0,0.0,58.0,0.0,10,3,0,1
Stipe Miocic,76.0,240.0,80.0,Orthodox,398563200.0,4.67,52.0,4.01,52.0,1.74,34.0,65.0,0.0,20,5,0,0
Frank Mir,75.0,264.0,79.0,Southpaw,296352000.0,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,18,11,0,0
Mario Miranda,75.0,185.0,74.0,Orthodox,300585600.0,1.96,54.0,2.46,36.0,1.02,60.0,54.0,0.0,14,7,0,0
Vitor Miranda,73.0,185.0,77.0,Orthodox,289872000.0,2.98,45.0,2.95,58.0,0.95,55.0,50.0,0.2,12,5,0,0
Gabriel Miranda,71.0,145.0,71.0,Orthodox,638323200.0,2.82,40.0,5.3,37.0,3.85,33.0,0.0,1.3,17,7,0,0
Dokonjonosuke Mishima,67.0,155.0,,Southpaw,72489600.0,1.06,41.0,1.22,52.0,2.47,40.0,25.0,1.4,21,7,2,0
David Mitchell,72.0,170.0,75.0,Orthodox,309571200.0,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,22,7,0,0
Danny Mitchell,74.0,170.0,,Orthodox,523843200.0,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0,19,9,1,0
Bryce Mitchell,70.0,145.0,70.0,Southpaw,781228800.0,2.31,59.0,1.53,60.0,3.39,43.0,33.0,1.4,17,3,0,0
Terrence Mitchell,70.0,135.0,74.0,Orthodox,630979200.0,2.21,34.0,8.85,41.0,3.69,50.0,0.0,0.0,14,4,0,0
Roman Mitichyan,70.0,170.0,,Orthodox,273715200.0,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9,8,3,0,0
Matt Mitrione,75.0,265.0,82.0,Switch,269308800.0,3.55,50.0,2.79,64.0,0.0,0.0,55.0,0.7,12,5,0,0
Eiji Mitsuoka,67.0,145.0,,Southpaw,189302400.0,1.49,49.0,2.26,45.0,2.3,36.0,20.0,1.6,18,9,2,0
Takeya Mizugaki,67.0,135.0,69.0,Orthodox,440380800.0,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,21,11,2,0
Mizuki,63.0,115.0,65.0,Orthodox,777254400.0,4.56,50.0,5.62,48.0,0.33,14.0,85.0,0.0,15,6,0,0
Roxanne Modafferi,67.0,125.0,69.0,Orthodox,401673600.0,3.35,30.0,5.7,51.0,1.35,23.0,30.0,0.1,25,21,0,0
Bobby Moffett,70.0,145.0,73.0,Orthodox,644198400.0,3.41,39.0,3.15,61.0,2.74,66.0,66.0,1.4,13,5,0,1
Nate Mohr,69.0,155.0,72.0,Orthodox,415497600.0,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0,9,7,0,0
Renato Moicano,71.0,155.0,72.0,Orthodox,611712000.0,4.36,48.0,3.55,60.0,1.82,44.0,71.0,0.6,20,6,1,0
Thiago Moises,69.0,155.0,70.0,Orthodox,795916800.0,2.5,41.0,4.12,53.0,1.34,35.0,53.0,1.2,19,8,0,0
Muhammad Mokaev,67.0,125.0,70.0,Orthodox,964915200.0,1.61,45.0,1.35,57.0,5.29,41.0,25.0,0.8,13,0,0,1
Ashkan Mokhtarian,66.0,125.0,67.0,Southpaw,495590400.0,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0,13,3,0,0
Suman Mokhtarian,68.0,145.0,72.0,Orthodox,708393600.0,2.21,43.0,6.85,48.0,0.0,0.0,0.0,0.0,8,5,0,0
Jeff Molina,66.0,125.0,69.0,Orthodox,869097600.0,7.25,48.0,5.04,55.0,0.0,0.0,66.0,0.0,11,2,0,0
Jeff Monson,69.0,247.0,74.0,Orthodox,33004800.0,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,60,26,1,0
Darrell Montague,66.0,125.0,67.0,Southpaw,562896000.0,1.92,25.0,5.38,52.0,0.72,25.0,33.0,1.4,13,5,0,0
Augusto Montano,73.0,170.0,73.0,Orthodox,467510400.0,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0,15,3,0,0
Erick Montano,72.0,170.0,73.0,Orthodox,501206400.0,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0,7,5,0,0
Nicco Montano,65.0,135.0,65.0,Southpaw,598233600.0,5.6,41.0,4.43,64.0,2.25,54.0,69.0,0.4,5,3,0,0
Steve Montgomery,76.0,185.0,,Southpaw,661564800.0,4.85,39.0,4.12,47.0,0.0,0.0,64.0,0.0,9,5,0,0
James Moontasri,70.0,170.0,71.0,Switch,576633600.0,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2,9,5,0,0
Homer Moore,70.0,205.0,,Orthodox,60048000.0,0.68,50.0,0.68,0.0,5.07,66.0,0.0,0.0,26,9,2,0
Sergio Moraes,72.0,170.0,72.0,Orthodox,396230400.0,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4,14,6,1,0
Marlon Moraes,66.0,135.0,67.0,Orthodox,578016000.0,3.37,40.0,4.53,54.0,0.87,41.0,46.0,0.3,23,10,1,0
Sheymon Moraes,68.0,145.0,72.0,Orthodox,655603200.0,3.0,42.0,3.64,63.0,0.0,0.0,53.0,0.0,11,4,0,0
John Moraga,66.0,125.0,66.0,Orthodox,448588800.0,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1,19,7,0,0
Leonardo Morales,68.0,135.0,,Southpaw,724982400.0,2.05,47.0,2.05,58.0,0.0,0.0,62.0,0.0,6,2,0,0
Albert Morales,69.0,135.0,72.0,Orthodox,675129600.0,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2,7,4,1,0
Joseph Morales,66.0,125.0,69.0,Switch,777513600.0,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,9,2,0,0
Vince Morales,67.0,135.0,70.0,Orthodox,658368000.0,3.98,36.0,4.48,53.0,0.36,30.0,65.0,0.0,16,8,0,0
Omar Morales,71.0,155.0,73.0,Orthodox,498355200.0,3.42,40.0,3.18,58.0,0.46,100.0,63.0,0.0,11,4,0,0
Michael Morales,72.0,170.0,79.0,Orthodox,930182400.0,5.42,48.0,3.42,52.0,1.16,41.0,92.0,0.0,17,0,0,0
Sarah Moras,67.0,135.0,67.0,Orthodox,578361600.0,2.28,34.0,3.58,50.0,0.67,21.0,33.0,0.8,6,8,0,0
Christian Morecraft,78.0,260.0,81.0,Orthodox,526521600.0,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,8,3,0,0
Richardson Moreira,74.0,185.0,,Orthodox,449539200.0,1.17,28.0,1.83,67.0,0.0,0.0,100.0,0.0,7,4,0,0
Vinicius Moreira,76.0,205.0,76.0,Orthodox,604627200.0,3.15,59.0,5.07,43.0,1.97,18.0,0.0,1.3,9,5,0,0
Brandon Moreno,67.0,125.0,70.0,Orthodox,755222400.0,3.99,43.0,3.53,60.0,1.59,46.0,64.0,0.4,22,8,2,0
Dan Moret,72.0,155.0,73.0,Southpaw,532915200.0,2.67,43.0,3.56,43.0,1.25,27.0,45.0,0.4,13,6,0,0
Sammy Morgan,70.0,170.0,,Orthodox,370483200.0,1.05,22.0,3.74,40.0,1.43,20.0,0.0,0.5,18,12,0,0
Peggy Morgan,73.0,135.0,,,314150400.0,2.27,23.0,8.2,33.0,0.0,0.0,50.0,0.0,4,4,0,0
Alex Morono,71.0,170.0,72.0,Orthodox,650764800.0,4.96,40.0,4.56,57.0,0.34,25.0,47.0,0.3,24,11,0,1
Maryna Moroz,67.0,125.0,67.0,Orthodox,684288000.0,4.42,33.0,4.89,51.0,0.7,24.0,42.0,0.6,11,6,0,0
Sergey Morozov,66.0,135.0,67.0,Orthodox,613785600.0,3.01,43.0,2.97,61.0,3.63,31.0,68.0,0.0,19,5,0,0
Brad Morris,74.0,205.0,,Orthodox,310262400.0,0.5,62.0,6.95,27.0,0.0,0.0,0.0,0.0,10,6,0,0
Carlos Mota,64.0,125.0,69.0,Orthodox,797904000.0,0.8,41.0,1.13,54.0,0.0,0.0,50.0,1.0,8,2,0,0
Nikolas Motta,69.0,155.0,70.0,Orthodox,729129600.0,3.64,37.0,4.5,56.0,0.0,0.0,82.0,0.0,15,5,0,1
Eduarda Moura,66.0,125.0,66.0,Orthodox,762393600.0,2.6,49.0,2.45,53.0,4.37,35.0,100.0,0.4,11,1,0,0
Gegard Mousasi,74.0,185.0,76.0,Orthodox,491702400.0,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1,42,6,2,0
Kris Moutinho,67.0,135.0,68.0,Southpaw,713318400.0,4.86,32.0,15.48,28.0,0.0,0.0,0.0,0.0,9,6,0,0
Jamie Moyle,61.0,115.0,65.0,Orthodox,606096000.0,4.51,51.0,4.0,65.0,1.0,21.0,50.0,0.0,4,3,0,0
Askar Mozharov,75.0,205.0,74.0,Orthodox,783129600.0,0.43,18.0,4.07,13.0,0.0,0.0,33.0,0.0,19,13,0,0
Lauren Mueller,65.0,125.0,67.0,Orthodox,690163200.0,4.08,41.0,3.77,58.0,0.7,50.0,71.0,0.0,5,3,0,0
Belal Muhammad,71.0,170.0,72.0,Orthodox,584409600.0,4.39,43.0,3.48,57.0,2.28,39.0,89.0,0.2,24,3,0,1
Quinn Mulhern,75.0,155.0,,Orthodox,464486400.0,1.48,28.0,2.09,51.0,1.36,20.0,33.0,0.0,18,4,0,0
James Mulheron,70.0,243.0,73.0,Orthodox,572313600.0,2.4,31.0,3.47,42.0,0.0,0.0,25.0,0.0,11,2,0,0
Jamie Mullarkey,72.0,155.0,74.0,Orthodox,777081600.0,4.39,46.0,4.53,53.0,2.31,34.0,78.0,0.1,17,8,0,0
Melissa Mullins,67.0,135.0,68.0,Orthodox,680227200.0,3.43,56.0,3.26,49.0,1.53,37.0,85.0,0.0,7,1,0,0
Pedro Munhoz,66.0,135.0,65.0,Orthodox,526435200.0,5.38,41.0,6.29,55.0,0.48,16.0,82.0,0.5,20,10,0,2
Andre Muniz,73.0,185.0,78.0,Southpaw,635212800.0,1.97,50.0,1.99,54.0,4.23,50.0,35.0,1.2,24,6,0,0
Mark Munoz,72.0,185.0,71.0,Orthodox,255830400.0,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,14,6,0,0
Alexander Munoz,69.0,155.0,72.0,Switch,636076800.0,3.7,42.0,4.73,55.0,3.0,40.0,100.0,0.0,7,2,0,0
Johnny Munoz,69.0,135.0,71.0,Orthodox,729820800.0,2.44,36.0,2.66,55.0,2.4,25.0,45.0,1.8,12,4,0,0
Makhmud Muradov,74.0,185.0,75.0,Orthodox,634435200.0,4.21,43.0,2.57,61.0,3.03,66.0,77.0,0.2,26,8,0,1
Kanako Murata,61.0,115.0,62.0,Orthodox,744940800.0,2.15,56.0,2.4,53.0,3.38,56.0,100.0,0.8,12,3,0,0
Tom Murphy,74.0,227.0,,Southpaw,154051200.0,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5,8,0,0,0
Lauren Murphy,65.0,125.0,67.0,Orthodox,428112000.0,4.05,39.0,5.25,55.0,1.03,25.0,69.0,0.1,16,6,0,0
Lerone Murphy,69.0,145.0,73.0,Orthodox,680140800.0,4.8,54.0,2.67,60.0,1.78,54.0,48.0,0.6,15,0,1,0
Lee Murray,75.0,185.0,,Orthodox,242870400.0,0.36,15.0,3.28,32.0,0.9,100.0,42.0,1.8,8,2,1,1
Khalid Murtazaliev,72.0,185.0,76.0,Orthodox,742694400.0,4.8,69.0,0.4,78.0,7.5,100.0,33.0,0.0,14,2,0,0
Azamat Murzakanov,70.0,205.0,71.0,Southpaw,608342400.0,4.72,56.0,2.9,61.0,0.62,15.0,83.0,0.0,14,0,0,0
Magomed Mustafaev,68.0,155.0,71.0,Orthodox,586483200.0,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4,14,4,0,0
Elvis Mutapcic,72.0,185.0,72.0,Orthodox,522115200.0,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0,15,6,1,0
Muhammad Naimov,69.0,145.0,70.0,Orthodox,776217600.0,2.94,41.0,3.77,44.0,1.85,36.0,66.0,0.0,12,3,0,0
Rin Nakai,61.0,135.0,,Orthodox,530323200.0,1.57,33.0,3.9,60.0,3.0,18.0,75.0,0.5,19,2,1,0
Kazuhiro Nakamura,71.0,205.0,70.0,Orthodox,300931200.0,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6,21,13,0,0
Keita Nakamura,71.0,170.0,73.0,Southpaw,454032000.0,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3,34,10,2,1
Rinya Nakamura,67.0,135.0,68.0,Southpaw,795916800.0,3.1,51.0,1.7,64.0,2.63,81.0,100.0,1.5,9,1,0,0
Jutaro Nakao,69.0,170.0,,Southpaw,28771200.0,0.53,38.0,1.06,44.0,0.38,50.0,56.0,0.0,25,19,4,0
Yui Chul Nam,69.0,145.0,,Orthodox,364089600.0,3.53,51.0,2.0,48.0,1.33,16.0,57.0,0.3,18,8,1,0
Tyson Nam,67.0,125.0,68.0,Orthodox,434246400.0,3.87,33.0,4.97,65.0,0.0,0.0,87.0,0.0,21,14,1,0
Rose Namajunas,65.0,125.0,65.0,Orthodox,709776000.0,3.71,42.0,3.48,63.0,1.46,50.0,61.0,0.4,14,7,0,0
Nad Narimani,68.0,145.0,70.0,Orthodox,545356800.0,3.33,42.0,3.0,58.0,1.92,41.0,70.0,0.0,12,4,0,0
Roger Narvaez,75.0,185.0,,Southpaw,431913600.0,2.12,37.0,3.32,64.0,0.0,0.0,50.0,0.9,8,3,0,0
Allan Nascimento,68.0,125.0,69.0,Orthodox,684547200.0,3.21,61.0,2.28,50.0,1.55,26.0,16.0,0.9,20,6,0,0
Rodrigo Nascimento,74.0,246.0,80.0,Orthodox,722736000.0,3.71,47.0,4.34,44.0,1.02,37.0,60.0,0.5,11,3,0,1
Bobby Nash,72.0,170.0,74.0,Orthodox,638409600.0,3.42,37.0,3.95,51.0,2.37,33.0,100.0,1.6,8,4,0,0
Rafael Natal,72.0,185.0,77.0,Orthodox,409622400.0,3.1,47.0,2.48,57.0,2.55,34.0,77.0,0.5,21,9,1,0
Kevin Natividad,66.0,135.0,70.0,Orthodox,733708800.0,2.68,34.0,4.29,47.0,3.66,50.0,83.0,0.0,9,4,0,0
Ismail Naurdiev,70.0,185.0,74.0,Orthodox,840326400.0,3.41,53.0,1.52,66.0,1.6,40.0,72.0,0.2,24,7,0,0
Tafon Nchukwi,72.0,185.0,77.0,Orthodox,782092800.0,5.57,52.0,4.11,54.0,0.76,57.0,64.0,0.0,6,4,0,0
Dustin Neace,69.0,145.0,69.0,,526867200.0,2.08,32.0,2.66,56.0,0.0,0.0,0.0,1.7,25,21,1,1
Geoff Neal,71.0,170.0,75.0,Southpaw,651801600.0,5.05,51.0,5.44,57.0,0.56,50.0,87.0,0.1,16,6,0,0
Stanislav Nedkov,71.0,205.0,71.0,Orthodox,376704000.0,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,12,2,0,1
Josh Neer,71.0,170.0,72.0,Orthodox,417312000.0,3.29,46.0,3.63,58.0,1.09,34.0,46.0,1.3,36,16,1,0
Nicolae Negumereanu,72.0,205.0,78.0,Orthodox,778636800.0,3.58,41.0,5.56,39.0,1.02,28.0,62.0,0.0,13,2,0,0
Shane Nelson,69.0,155.0,70.0,Southpaw,470534400.0,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,16,7,0,0
Roy Nelson,72.0,263.0,73.0,Orthodox,204076800.0,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,22,14,0,0
Gunnar Nelson,71.0,170.0,72.0,Switch,586051200.0,1.84,61.0,3.0,49.0,1.9,59.0,66.0,1.0,19,5,1,0
Kyle Nelson,71.0,145.0,71.0,Switch,672105600.0,3.51,45.0,4.72,51.0,1.06,20.0,73.0,0.6,16,6,1,0
Antonio Braga Neto,75.0,185.0,77.0,Orthodox,562464000.0,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5,9,3,0,1
Journey Newson,65.0,135.0,67.0,Orthodox,605232000.0,2.64,32.0,2.57,64.0,0.56,16.0,43.0,0.3,10,5,0,1
Jeff Newton,74.0,205.0,,Sideways,-96508800.0,0.28,20.0,1.41,52.0,0.0,0.0,0.0,8.5,4,2,0,0
Carlos Newton,69.0,170.0,,Orthodox,209088000.0,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9,16,14,0,0
Francis Ngannou,76.0,250.0,83.0,Orthodox,526262400.0,2.33,41.0,2.16,41.0,0.76,62.0,71.0,0.3,17,3,0,0
Ben Nguyen,65.0,125.0,65.0,Switch,586569600.0,3.51,40.0,3.01,59.0,0.25,33.0,63.0,1.0,16,8,0,0
Steven Nguyen,71.0,145.0,73.0,Switch,737769600.0,7.15,40.0,7.36,60.0,0.28,100.0,84.0,0.0,9,2,0,0
Alex Nicholson,76.0,185.0,77.0,Orthodox,641606400.0,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5,7,4,0,0
Bo Nickal,73.0,185.0,76.0,Southpaw,821577600.0,2.65,63.0,1.86,64.0,3.61,50.0,0.0,3.6,7,0,0,0
Mike Nickels,76.0,205.0,,Orthodox,61430400.0,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,9,5,0,0
Matheus Nicolau,66.0,125.0,66.0,Orthodox,726278400.0,3.31,51.0,2.98,65.0,1.22,43.0,90.0,0.8,19,6,1,0
Stewart Nicoll,65.0,125.0,65.0,Orthodox,783907200.0,3.02,47.0,1.13,40.0,5.66,100.0,0.0,0.0,8,1,0,0
Tom Niinimaki,69.0,145.0,69.0,Orthodox,396403200.0,1.91,54.0,2.31,58.0,2.97,46.0,33.0,0.5,22,8,1,0
Ramsey Nijem,71.0,155.0,75.0,Orthodox,575856000.0,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,9,6,0,0
Mats Nilsson,73.0,170.0,,Orthodox,439430400.0,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3,11,4,1,0
Anthony Njokuani,73.0,155.0,75.0,Orthodox,320716800.0,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,16,12,0,1
Chidi Njokuani,75.0,170.0,80.0,Orthodox,599529600.0,4.59,63.0,2.67,56.0,0.0,0.0,74.0,0.2,24,10,0,1
Derrick Noble,69.0,170.0,,Southpaw,271900800.0,6.21,40.0,3.79,59.0,0.0,0.0,0.0,0.0,27,15,1,0
Pedro Nobre,65.0,135.0,,,508636800.0,1.37,30.0,9.16,35.0,0.0,0.0,0.0,0.0,18,4,2,1
Rogerio Nogueira,74.0,205.0,75.0,Southpaw,202521600.0,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,23,10,0,0
Kyle Noke,73.0,170.0,76.0,Southpaw,322185600.0,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8,22,10,1,0
Tom Nolan,75.0,155.0,73.0,Southpaw,952473600.0,6.68,50.0,5.17,47.0,0.0,0.0,66.0,0.7,8,1,0,0
KJ Noons,70.0,155.0,70.0,Orthodox,408067200.0,3.68,35.0,3.78,65.0,0.08,20.0,68.0,0.0,13,9,0,1
Sage Northcutt,72.0,170.0,71.0,Orthodox,825638400.0,3.58,52.0,1.96,58.0,1.81,34.0,41.0,0.6,11,2,0,0
Jason Novelli,72.0,155.0,,Orthodox,297648000.0,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,11,3,1,0
Phillipe Nover,69.0,145.0,72.0,Orthodox,444614400.0,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,11,8,1,0
Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,768009600.0,1.95,45.0,2.64,50.0,3.3,35.0,28.0,0.2,39,12,0,0
Diego Nunes,66.0,145.0,67.0,Orthodox,407462400.0,2.72,43.0,2.59,58.0,1.18,44.0,65.0,0.6,19,7,0,0
Amanda Nunes,68.0,135.0,69.0,Orthodox,580953600.0,4.55,51.0,2.62,57.0,2.73,54.0,82.0,0.7,23,5,0,0
Nina Nunes,65.0,125.0,64.0,Orthodox,502416000.0,4.39,45.0,3.47,55.0,0.24,33.0,73.0,0.5,11,7,0,0
Istela Nunes,64.0,115.0,66.0,Orthodox,711849600.0,5.02,45.0,4.84,60.0,0.0,0.0,50.0,0.0,6,5,0,1
Josiane Nunes,62.0,135.0,67.0,Southpaw,756604800.0,5.41,42.0,5.44,51.0,0.0,0.0,58.0,0.0,10,3,0,0
Khabib Nurmagomedov,70.0,155.0,70.0,Orthodox,590716800.0,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8,29,0,0,0
Said Nurmagomedov,68.0,135.0,70.0,Orthodox,702432000.0,3.38,47.0,2.25,56.0,1.01,15.0,62.0,1.2,18,4,0,0
Abubakar Nurmagomedov,71.0,170.0,72.0,Orthodox,626918400.0,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0,17,4,1,0
Umar Nurmagomedov,68.0,135.0,69.0,Orthodox,820627200.0,4.38,57.0,2.15,60.0,3.26,39.0,78.0,0.3,18,1,0,0
Kennedy Nzechukwu,77.0,205.0,83.0,Southpaw,708393600.0,5.37,46.0,4.89,51.0,0.56,45.0,81.0,0.2,14,5,0,0
Jake O'Brien,75.0,205.0,76.0,Orthodox,464918400.0,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,15,4,0,0
TJ O'Brien,74.0,155.0,,Orthodox,536457600.0,3.77,46.0,4.78,57.0,0.94,100.0,0.0,0.0,20,8,0,0
Sean O'Connell,73.0,205.0,74.0,Orthodox,431308800.0,5.46,48.0,6.77,45.0,0.0,0.0,30.0,0.5,17,9,0,0
Sean O'Malley,71.0,135.0,72.0,Switch,782956800.0,6.7,61.0,3.48,60.0,0.29,42.0,61.0,0.3,18,2,0,1
Chuck O'Neil,74.0,170.0,,,496195200.0,3.13,37.0,4.4,72.0,0.0,0.0,0.0,0.0,17,9,0,0
Casey O'Neill,66.0,125.0,69.0,Orthodox,876182400.0,7.89,52.0,5.65,57.0,1.45,34.0,70.0,0.7,10,2,0,0
Brendan O'Reilly,67.0,170.0,69.0,Orthodox,551491200.0,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6,6,3,0,1
Jose Ochoa,67.0,125.0,67.0,Southpaw,978220800.0,3.33,31.0,3.4,59.0,0.0,0.0,100.0,1.0,7,1,0,1
Volkan Oezdemir,74.0,205.0,75.0,Orthodox,622166400.0,4.95,48.0,4.22,55.0,0.5,29.0,80.0,0.1,20,8,0,0
Kaan Ofli,67.0,145.0,66.0,Orthodox,740448000.0,2.0,45.0,2.93,60.0,0.0,0.0,0.0,0.0,12,4,1,0
Trey Ogden,71.0,155.0,72.0,Orthodox,627004800.0,3.2,50.0,3.49,55.0,1.89,32.0,100.0,0.7,18,7,0,1
Andy Ogle,68.0,145.0,69.0,Orthodox,603590400.0,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,9,6,0,0
Koji Oishi,68.0,170.0,,Orthodox,233884800.0,1.43,9.0,17.86,43.0,0.0,0.0,0.0,0.0,25,10,10,0
Yushin Okami,74.0,170.0,75.0,Southpaw,364521600.0,2.06,38.0,2.25,60.0,1.98,39.0,84.0,0.5,34,12,0,0
Bolaji Oki,70.0,155.0,73.0,Orthodox,816393600.0,5.63,45.0,2.58,63.0,2.11,75.0,85.0,0.0,9,2,0,0
Aleksei Oleinik,74.0,240.0,80.0,Orthodox,235612800.0,3.29,48.0,3.8,44.0,1.82,46.0,37.0,1.9,60,17,1,0
Michal Oleksiejczuk,72.0,185.0,74.0,Southpaw,793411200.0,5.08,50.0,4.61,58.0,1.08,43.0,48.0,0.0,19,9,0,1
Rafaello Oliveira,68.0,155.0,71.0,Orthodox,380851200.0,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,17,8,0,0
Charles Oliveira,70.0,155.0,74.0,Orthodox,624585600.0,3.4,55.0,3.21,49.0,2.25,40.0,56.0,2.7,35,10,0,1
Ednaldo Oliveira,77.0,205.0,,Orthodox,445996800.0,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0,17,3,1,1
Alex Oliveira,71.0,170.0,76.0,Orthodox,572400000.0,2.99,51.0,2.55,46.0,2.35,38.0,63.0,0.6,22,12,1,2
Maria Oliveira,66.0,115.0,69.0,Orthodox,850348800.0,5.03,38.0,5.76,44.0,0.95,44.0,47.0,0.0,13,7,0,0
Saimon Oliveira,64.0,135.0,72.0,Orthodox,672192000.0,2.82,41.0,3.91,48.0,1.21,25.0,35.0,1.6,18,5,0,0
Vinicius Oliveira,69.0,135.0,70.0,Switch,817689600.0,4.92,44.0,2.77,52.0,1.89,60.0,76.0,0.3,22,3,0,0
Ravena Oliveira,65.0,115.0,65.0,Orthodox,856396800.0,1.0,48.0,1.2,48.0,2.0,66.0,62.0,0.0,7,2,1,0
